Date,Shelter_ID,Capacity_Beds,Occupied_Beds,Capacity_Rooms,Occupied_Rooms,Unoccupied_Beds,Unoccupied_Rooms
2023-03-30,1061,132,93,78,29,39,49
2023-03-31,1061,134,74,62,42,60,20
2023-04-01,1061,101,77,61,56,24,5
2023-04-02,1061,127,75,80,36,52,44
2023-04-03,1061,118,77,76,29,41,47
2023-04-04,1061,101,80,98,44,21,54
2023-04-05,1061,131,81,76,46,50,30
2023-04-06,1061,113,71,89,41,42,48
2023-04-07,1061,114,86,68,48,28,20
2023-04-08,1061,145,70,58,35,75,23
2023-04-09,1061,141,77,89,35,64,54
2023-04-10,1061,116,68,87,51,48,36
2023-04-11,1061,102,87,97,49,15,48
2023-04-12,1061,148,74,90,33,74,57
2023-04-13,1061,131,71,80,46,60,34
2023-04-14,1061,118,76,56,46,42,10
2023-04-15,1061,102,72,98,36,30,62
2023-04-16,1061,134,92,66,33,42,33
2023-04-17,1061,119,66,76,47,53,29
2023-04-18,1061,115,88,95,32,27,63
2023-04-19,1061,147,86,63,35,61,28
2023-04-20,1061,127,52,92,48,75,44
2023-04-21,1061,109,79,56,42,30,14
2023-04-22,1061,121,86,58,36,35,22
2023-04-23,1061,119,62,78,41,57,37
2023-04-24,1061,137,80,50,44,57,6
2023-04-25,1061,111,81,84,43,30,41
2023-04-26,1061,105,88,85,41,17,44
2023-04-27,1061,139,84,80,59,55,21
2023-04-28,1061,116,66,66,42,50,24
2023-04-29,1061,115,84,55,45,31,10
2023-04-30,1061,110,69,83,41,41,42
2023-05-01,1061,141,91,54,25,50,29
2023-05-02,1061,150,70,77,37,80,40
2023-05-03,1061,127,77,58,44,50,14
2023-05-04,1061,142,69,84,47,73,37
2023-05-05,1061,110,85,62,41,25,21
2023-05-06,1061,135,83,53,48,52,5
2023-05-07,1061,103,91,93,37,12,56
2023-05-08,1061,113,68,77,32,45,45
2023-05-09,1061,134,89,94,36,45,58
2023-05-10,1061,146,93,52,39,53,13
2023-05-11,1061,100,76,80,32,24,48
2023-05-12,1061,150,75,63,43,75,20
2023-05-13,1061,135,86,91,40,49,51
2023-05-14,1061,137,79,64,41,58,23
2023-05-15,1061,104,71,100,40,33,60
2023-05-16,1061,127,86,93,25,41,68
2023-05-17,1061,130,84,65,39,46,26
2023-05-18,1061,120,80,77,38,40,39
2023-05-19,1061,130,80,63,35,50,28
2023-05-20,1061,138,63,97,29,75,68
2023-05-21,1061,116,93,53,44,23,9
2023-05-22,1061,107,80,60,35,27,25
2023-05-23,1061,103,67,53,39,36,14
2023-05-24,1061,139,81,53,35,58,18
2023-05-25,1061,127,77,62,27,50,35
2023-05-26,1061,117,87,95,45,30,50
2023-05-27,1061,149,63,51,37,86,14
2023-05-28,1061,143,97,94,39,46,55
2023-05-29,1061,130,79,81,46,51,35
2023-05-30,1061,111,82,61,52,29,9
2023-05-31,1061,140,80,74,41,60,33
2023-06-01,1061,140,73,87,33,67,54
2023-06-02,1061,149,77,56,30,72,26
2023-06-03,1061,122,88,54,49,34,5
2023-06-04,1061,116,76,50,46,40,4
2023-06-05,1061,135,70,94,31,65,63
2023-06-06,1061,101,86,68,37,15,31
2023-06-07,1061,111,82,69,38,29,31
2023-06-08,1061,122,84,53,49,38,4
2023-06-09,1061,102,81,90,39,21,51
2023-06-10,1061,150,71,57,32,79,25
2023-06-11,1061,134,96,78,44,38,34
2023-06-12,1061,125,80,69,49,45,20
2023-06-13,1061,109,75,63,33,34,30
2023-06-14,1061,145,93,79,33,52,46
2023-06-15,1061,138,61,66,39,77,27
2023-06-16,1061,106,73,66,34,33,32
2023-06-17,1061,139,76,79,43,63,36
2023-06-18,1061,148,88,88,18,60,70
2023-06-19,1061,111,82,85,40,29,45
2023-06-20,1061,145,86,95,45,59,50
2023-06-21,1061,138,83,57,43,55,14
2023-06-22,1061,103,76,65,46,27,19
2023-06-23,1061,114,97,75,36,17,39
2023-06-24,1061,124,84,94,52,40,42
2023-06-25,1061,118,88,58,47,30,11
2023-06-26,1061,113,80,74,36,33,38
2023-06-27,1061,113,82,51,48,31,3
2023-06-28,1061,110,85,92,44,25,48
2023-06-29,1061,107,92,58,34,15,24
2023-06-30,1061,112,74,68,36,38,32
2023-07-01,1061,103,72,86,44,31,42
2023-07-02,1061,132,75,92,45,57,47
2023-07-03,1061,105,88,93,38,17,55
2023-07-04,1061,135,71,95,48,64,47
2023-07-05,1061,102,65,72,43,37,29
2023-07-06,1061,121,94,68,35,27,33
2023-07-07,1061,103,79,72,36,24,36
2023-07-08,1061,109,90,78,52,19,26
2023-07-09,1061,114,74,57,38,40,19
2023-07-10,1061,125,80,88,45,45,43
2023-07-11,1061,113,71,81,44,42,37
2023-07-12,1061,130,86,90,39,44,51
2023-07-13,1061,112,74,62,43,38,19
2023-07-14,1061,108,92,71,38,16,33
2023-07-15,1061,122,65,88,36,57,52
2023-07-16,1061,109,90,99,47,19,52
2023-07-17,1061,140,82,82,47,58,35
2023-07-18,1061,133,83,92,48,50,44
2023-07-19,1061,111,86,87,52,25,35
2023-07-20,1061,147,81,87,42,66,45
2023-07-21,1061,139,72,59,28,67,31
2023-07-22,1061,121,84,55,37,37,18
2023-07-23,1061,119,83,89,33,36,56
2023-07-24,1061,140,76,50,36,64,14
2023-07-25,1061,116,83,66,36,33,30
2023-07-26,1061,104,88,59,56,16,3
2023-07-27,1061,105,71,100,31,34,69
2023-07-28,1061,135,69,78,36,66,42
2023-07-29,1061,115,88,94,40,27,54
2023-07-30,1061,145,79,70,47,66,23
2023-07-31,1061,129,103,89,38,26,51
2023-08-01,1061,141,81,83,52,60,31
2023-08-02,1061,140,69,88,33,71,55
2023-08-03,1061,117,91,90,48,26,42
2023-08-04,1061,140,93,90,30,47,60
2023-08-05,1061,116,93,60,37,23,23
2023-08-06,1061,100,80,57,36,20,21
2023-08-07,1061,145,80,78,55,65,23
2023-08-08,1061,114,70,80,40,44,40
2023-08-09,1061,145,94,56,47,51,9
2023-08-10,1061,131,79,92,43,52,49
2023-08-11,1061,130,82,83,35,48,48
2023-08-12,1061,107,68,94,47,39,47
2023-08-13,1061,149,79,58,41,70,17
2023-08-14,1061,113,67,55,31,46,24
2023-08-15,1061,131,81,89,34,50,55
2023-08-16,1061,118,73,57,37,45,20
2023-08-17,1061,124,87,96,42,37,54
2023-08-18,1061,142,53,67,36,89,31
2023-08-19,1061,107,66,97,33,41,64
2023-08-20,1061,121,83,54,45,38,9
2023-08-21,1061,123,60,64,33,63,31
2023-08-22,1061,127,87,81,43,40,38
2023-08-23,1061,140,71,62,40,69,22
2023-08-24,1061,144,76,100,33,68,67
2023-08-25,1061,140,73,95,46,67,49
2023-08-26,1061,118,97,98,48,21,50
2023-08-27,1061,139,72,68,32,67,36
2023-08-28,1061,125,94,71,31,31,40
2023-08-29,1061,124,83,85,36,41,49
2023-08-30,1061,115,87,55,32,28,23
2023-08-31,1061,118,71,53,32,47,21
2023-09-01,1061,134,78,62,44,56,18
2023-09-02,1061,139,70,89,39,69,50
2023-09-03,1061,126,92,63,41,34,22
2023-09-04,1061,109,79,63,40,30,23
2023-09-05,1061,120,74,54,33,46,21
2023-09-06,1061,140,98,79,42,42,37
2023-09-07,1061,130,84,56,50,46,6
2023-09-08,1061,135,81,97,44,54,53
2023-09-09,1061,109,90,60,41,19,19
2023-09-10,1061,140,67,93,45,73,48
2023-09-11,1061,100,80,59,32,20,27
2023-09-12,1061,136,84,94,32,52,62
2023-09-13,1061,130,72,75,48,58,27
2023-09-14,1061,130,69,62,34,61,28
2023-09-15,1061,138,81,81,43,57,38
2023-09-16,1061,147,72,60,39,75,21
2023-09-17,1061,141,60,90,48,81,42
2023-09-18,1061,113,71,78,49,42,29
2023-09-19,1061,137,89,87,39,48,48
2023-09-20,1061,104,78,93,54,26,39
2023-09-21,1061,113,64,86,47,49,39
2023-09-22,1061,138,72,60,47,66,13
2023-09-23,1061,131,58,55,31,73,24
2023-09-24,1061,137,74,79,43,63,36
2023-09-25,1061,105,67,67,40,38,27
2023-09-26,1061,103,66,62,33,37,29
2023-09-27,1061,136,86,51,34,50,17
2023-09-28,1061,141,76,81,43,65,38
2023-09-29,1061,146,82,64,39,64,25
2023-09-30,1061,107,90,50,45,17,5
2023-10-01,1061,136,78,61,58,58,3
2023-10-02,1061,128,87,53,38,41,15
2023-10-03,1061,122,79,63,45,43,18
2023-10-04,1061,121,79,55,30,42,25
2023-10-05,1061,143,69,66,42,74,24
2023-10-06,1061,141,91,64,47,50,17
2023-10-07,1061,124,75,84,51,49,33
2023-10-08,1061,149,78,64,44,71,20
2023-10-09,1061,119,86,85,44,33,41
2023-10-10,1061,124,80,73,47,44,26
2023-10-11,1061,128,86,71,43,42,28
2023-10-12,1061,138,77,92,35,61,57
2023-10-13,1061,142,77,56,44,65,12
2023-10-14,1061,150,67,69,34,83,35
2023-10-15,1061,135,67,52,46,68,6
2023-10-16,1061,103,69,99,22,34,77
2023-10-17,1061,104,78,63,40,26,23
2023-10-18,1061,111,75,79,39,36,40
2023-10-19,1061,120,80,79,44,40,35
2023-10-20,1061,122,88,52,45,34,7
2023-10-21,1061,146,74,83,45,72,38
2023-10-22,1061,123,75,99,41,48,58
2023-10-23,1061,129,98,83,38,31,45
2023-10-24,1061,100,91,68,36,9,32
2023-10-25,1061,121,90,99,44,31,55
2023-10-26,1061,119,87,77,34,32,43
2023-10-27,1061,125,85,53,46,40,7
2023-10-28,1061,104,74,88,36,30,52
2023-10-29,1061,129,92,96,53,37,43
2023-10-30,1061,147,83,94,38,64,56
2023-10-31,1061,125,86,71,48,39,23
2023-11-01,1061,118,92,61,38,26,23
2023-11-02,1061,124,58,69,44,66,25
2023-11-03,1061,126,66,62,41,60,21
2023-11-04,1061,108,76,75,40,32,35
2023-11-05,1061,120,71,61,43,49,18
2023-11-06,1061,112,81,69,40,31,29
2023-11-07,1061,109,80,50,31,29,19
2023-11-08,1061,104,73,94,45,31,49
2023-11-09,1061,148,76,67,48,72,19
2023-11-10,1061,145,74,100,36,71,64
2023-11-11,1061,106,67,100,37,39,63
2023-11-12,1061,140,71,76,44,69,32
2023-11-13,1061,117,79,54,55,38,-1
2023-11-14,1061,136,78,61,45,58,16
2023-11-15,1061,130,83,59,45,47,14
2023-11-16,1061,100,82,92,45,18,47
2023-11-17,1061,100,78,98,26,22,72
2023-11-18,1061,131,80,60,34,51,26
2023-11-19,1061,109,82,85,32,27,53
2023-11-20,1061,127,63,55,30,64,25
2023-11-21,1061,131,71,92,36,60,56
2023-11-22,1061,123,98,87,34,25,53
2023-11-23,1061,102,78,69,45,24,24
2023-11-24,1061,115,84,100,42,31,58
2023-11-25,1061,125,71,80,48,54,32
2023-11-26,1061,125,84,97,45,41,52
2023-11-27,1061,108,65,54,31,43,23
2023-11-28,1061,148,91,71,48,57,23
2023-11-29,1061,140,97,87,30,43,57
2023-11-30,1061,148,76,95,37,72,58
2023-12-01,1061,122,78,80,40,44,40
2023-12-02,1061,112,69,50,57,43,-7
2023-12-03,1061,122,100,96,47,22,49
2023-12-04,1061,149,83,97,39,66,58
2023-12-05,1061,126,83,59,40,43,19
2023-12-06,1061,148,91,88,38,57,50
2023-12-07,1061,122,82,70,47,40,23
2023-12-08,1061,142,93,51,53,49,-2
2023-12-09,1061,114,81,61,33,33,28
2023-12-10,1061,104,95,51,49,9,2
2023-12-11,1061,133,86,92,55,47,37
2023-12-12,1061,126,87,76,56,39,20
2023-12-13,1061,107,77,82,36,30,46
2023-12-14,1061,124,72,90,37,52,53
2023-12-15,1061,105,64,63,45,41,18
2023-12-16,1061,115,88,66,37,27,29
2023-12-17,1061,146,77,100,41,69,59
2023-12-18,1061,134,50,69,32,84,37
2023-12-19,1061,111,74,84,32,37,52
2023-12-20,1061,120,83,88,42,37,46
2023-12-21,1061,136,75,68,46,61,22
2023-12-22,1061,130,75,53,43,55,10
2023-12-23,1061,118,70,76,41,48,35
2023-12-24,1061,136,77,96,44,59,52
2023-12-25,1061,117,78,79,32,39,47
2023-12-26,1061,114,80,90,33,34,57
2023-12-27,1061,147,86,80,33,61,47
2023-12-28,1061,132,77,62,48,55,14
2023-12-29,1061,110,79,95,46,31,49
2023-12-30,1061,117,70,67,35,47,32
2023-12-31,1061,110,87,56,35,23,21
2023-01-01,1062,148,72,75,40,76,35
2023-01-02,1062,130,78,89,45,52,44
2023-01-03,1062,146,91,78,39,55,39
2023-01-04,1062,128,72,75,39,56,36
2023-01-05,1062,121,75,80,35,46,45
2023-01-06,1062,113,83,74,42,30,32
2023-01-07,1062,146,63,82,41,83,41
2023-01-08,1062,120,78,53,39,42,14
2023-01-09,1062,104,83,92,40,21,52
2023-01-10,1062,131,72,63,33,59,30
2023-01-11,1062,132,87,87,36,45,51
2023-01-12,1062,116,77,100,53,39,47
2023-01-13,1062,123,88,92,40,35,52
2023-01-14,1062,123,68,100,37,55,63
2023-01-15,1062,145,81,62,41,64,21
2023-01-16,1062,123,76,87,43,47,44
2023-01-17,1062,111,72,91,34,39,57
2023-01-18,1062,113,66,92,29,47,63
2023-01-19,1062,138,74,96,44,64,52
2023-01-20,1062,143,79,86,42,64,44
2023-01-21,1062,150,76,57,38,74,19
2023-01-22,1062,106,83,93,37,23,56
2023-01-23,1062,114,80,84,44,34,40
2023-01-24,1062,137,71,96,41,66,55
2023-01-25,1062,114,103,63,38,11,25
2023-01-26,1062,138,75,80,45,63,35
2023-01-27,1062,147,71,87,38,76,49
2023-01-28,1062,108,69,72,37,39,35
2023-01-29,1062,108,71,51,45,37,6
2023-01-30,1062,118,66,86,36,52,50
2023-01-31,1062,124,75,75,27,49,48
2023-02-01,1062,104,78,88,48,26,40
2023-02-02,1062,127,97,72,51,30,21
2023-02-03,1062,126,61,78,38,65,40
2023-02-04,1062,123,82,99,37,41,62
2023-02-05,1062,100,77,74,49,23,25
2023-02-06,1062,130,87,91,42,43,49
2023-02-07,1062,140,76,78,36,64,42
2023-02-08,1062,118,98,60,45,20,15
2023-02-09,1062,103,76,67,36,27,31
2023-02-10,1062,148,74,63,31,74,32
2023-02-11,1062,101,70,74,54,31,20
2023-02-12,1062,148,70,61,45,78,16
2023-02-13,1062,125,77,71,33,48,38
2023-02-14,1062,124,75,52,33,49,19
2023-02-15,1062,118,96,57,43,22,14
2023-02-16,1062,127,85,64,31,42,33
2023-02-17,1062,102,75,53,37,27,16
2023-02-18,1062,113,71,94,26,42,68
2023-02-19,1062,101,72,61,39,29,22
2023-02-20,1062,149,67,98,36,82,62
2023-02-21,1062,120,72,68,28,48,40
2023-02-22,1062,122,74,56,39,48,17
2023-02-23,1062,120,73,82,41,47,41
2023-02-24,1062,119,62,65,32,57,33
2023-02-25,1062,134,77,56,33,57,23
2023-02-26,1062,145,74,100,43,71,57
2023-02-27,1062,118,90,93,41,28,52
2023-02-28,1062,116,66,68,38,50,30
2023-03-01,1062,121,99,75,44,22,31
2023-03-02,1062,111,70,93,44,41,49
2023-03-03,1062,118,77,69,41,41,28
2023-03-04,1062,149,86,87,39,63,48
2023-03-05,1062,122,87,100,43,35,57
2023-03-06,1062,133,97,81,32,36,49
2023-03-07,1062,117,68,79,42,49,37
2023-03-08,1062,150,70,62,40,80,22
2023-03-09,1062,140,89,74,34,51,40
2023-03-10,1062,144,67,94,42,77,52
2023-03-11,1062,141,81,88,44,60,44
2023-03-12,1062,103,69,97,41,34,56
2023-03-13,1062,104,82,67,39,22,28
2023-03-14,1062,134,68,79,46,66,33
2023-03-15,1062,106,76,69,36,30,33
2023-03-16,1062,145,87,83,38,58,45
2023-03-17,1062,145,75,81,34,70,47
2023-03-18,1062,135,70,51,24,65,27
2023-03-19,1062,143,84,89,31,59,58
2023-03-20,1062,112,72,59,47,40,12
2023-03-21,1062,133,90,77,39,43,38
2023-03-22,1062,111,89,57,33,22,24
2023-03-23,1062,102,77,94,32,25,62
2023-03-24,1062,107,81,80,39,26,41
2023-03-25,1062,138,69,93,47,69,46
2023-03-26,1062,128,89,98,45,39,53
2023-03-27,1062,130,91,56,41,39,15
2023-03-28,1062,105,83,52,50,22,2
2023-03-29,1062,148,75,55,37,73,18
2023-03-30,1062,113,71,60,31,42,29
2023-03-31,1062,107,62,53,36,45,17
2023-04-01,1062,117,75,86,43,42,43
2023-04-02,1062,106,81,54,43,25,11
2023-04-03,1062,127,88,94,32,39,62
2023-04-04,1062,147,83,88,35,64,53
2023-04-05,1062,149,88,86,30,61,56
2023-04-06,1062,142,78,92,35,64,57
2023-04-07,1062,105,83,61,42,22,19
2023-04-08,1062,119,80,93,46,39,47
2023-04-09,1062,105,73,81,38,32,43
2023-04-10,1062,143,77,73,28,66,45
2023-04-11,1062,145,70,57,42,75,15
2023-04-12,1062,113,77,89,51,36,38
2023-04-13,1062,108,65,88,32,43,56
2023-04-14,1062,126,71,91,50,55,41
2023-04-15,1062,107,87,54,42,20,12
2023-04-16,1062,147,69,84,48,78,36
2023-04-17,1062,142,91,61,49,51,12
2023-04-18,1062,101,81,92,35,20,57
2023-04-19,1062,135,90,69,36,45,33
2023-04-20,1062,120,80,73,36,40,37
2023-04-21,1062,146,82,54,40,64,14
2023-04-22,1062,147,82,72,33,65,39
2023-04-23,1062,118,77,63,32,41,31
2023-04-24,1062,133,78,61,44,55,17
2023-04-25,1062,145,76,87,48,69,39
2023-04-26,1062,115,63,76,41,52,35
2023-04-27,1062,128,87,55,34,41,21
2023-04-28,1062,142,80,96,46,62,50
2023-04-29,1062,121,72,66,45,49,21
2023-04-30,1062,144,92,65,34,52,31
2023-05-01,1062,118,79,88,35,39,53
2023-05-02,1062,100,74,92,34,26,58
2023-05-03,1062,125,81,65,29,44,36
2023-05-04,1062,144,88,84,40,56,44
2023-05-05,1062,133,83,94,50,50,44
2023-05-06,1062,126,87,63,47,39,16
2023-05-07,1062,105,76,53,43,29,10
2023-05-08,1062,124,83,83,46,41,37
2023-05-09,1062,129,88,61,48,41,13
2023-05-10,1062,118,68,51,40,50,11
2023-05-11,1062,146,89,69,37,57,32
2023-05-12,1062,108,86,87,34,22,53
2023-05-13,1062,131,77,84,38,54,46
2023-05-14,1062,108,88,97,45,20,52
2023-05-15,1062,124,73,75,44,51,31
2023-05-16,1062,115,76,90,42,39,48
2023-05-17,1062,129,69,79,52,60,27
2023-05-18,1062,138,79,52,34,59,18
2023-05-19,1062,106,86,100,42,20,58
2023-05-20,1062,120,83,80,49,37,31
2023-05-21,1062,132,78,77,46,54,31
2023-05-22,1062,145,79,73,43,66,30
2023-05-23,1062,138,85,78,35,53,43
2023-05-24,1062,115,79,76,36,36,40
2023-05-25,1062,123,75,95,52,48,43
2023-05-26,1062,142,74,99,41,68,58
2023-05-27,1062,114,78,95,38,36,57
2023-05-28,1062,148,71,87,34,77,53
2023-05-29,1062,140,97,81,45,43,36
2023-05-30,1062,115,77,61,25,38,36
2023-05-31,1062,141,76,60,42,65,18
2023-06-01,1062,146,101,90,46,45,44
2023-06-02,1062,105,67,65,31,38,34
2023-06-03,1062,141,72,75,40,69,35
2023-06-04,1062,110,69,91,37,41,54
2023-06-05,1062,104,90,97,49,14,48
2023-06-06,1062,150,91,85,36,59,49
2023-06-07,1062,130,75,80,44,55,36
2023-06-08,1062,131,81,81,41,50,40
2023-06-09,1062,109,89,51,31,20,20
2023-06-10,1062,129,78,65,35,51,30
2023-06-11,1062,129,101,82,46,28,36
2023-06-12,1062,124,63,91,38,61,53
2023-06-13,1062,139,78,85,39,61,46
2023-06-14,1062,133,70,81,46,63,35
2023-06-15,1062,136,81,80,33,55,47
2023-06-16,1062,131,68,89,39,63,50
2023-06-17,1062,137,88,62,39,49,23
2023-06-18,1062,126,94,81,34,32,47
2023-06-19,1062,109,73,76,36,36,40
2023-06-20,1062,137,79,98,42,58,56
2023-06-21,1062,100,72,83,37,28,46
2023-06-22,1062,117,63,93,35,54,58
2023-06-23,1062,114,75,75,36,39,39
2023-06-24,1062,121,84,89,51,37,38
2023-06-25,1062,125,65,81,40,60,41
2023-06-26,1062,127,74,98,41,53,57
2023-06-27,1062,143,77,57,43,66,14
2023-06-28,1062,113,72,53,44,41,9
2023-06-29,1062,107,85,90,34,22,56
2023-06-30,1062,109,90,77,49,19,28
2023-07-01,1062,150,79,50,33,71,17
2023-07-02,1062,116,72,79,39,44,40
2023-07-03,1062,134,72,89,45,62,44
2023-07-04,1062,103,90,59,43,13,16
2023-07-05,1062,134,88,53,54,46,-1
2023-07-06,1062,110,85,54,31,25,23
2023-07-07,1062,119,79,96,33,40,63
2023-07-08,1062,108,84,94,38,24,56
2023-07-09,1062,124,79,77,39,45,38
2023-07-10,1062,109,78,100,43,31,57
2023-07-11,1062,142,74,68,32,68,36
2023-07-12,1062,121,79,81,28,42,53
2023-07-13,1062,107,79,64,48,28,16
2023-07-14,1062,103,73,100,42,30,58
2023-07-15,1062,119,75,71,46,44,25
2023-07-16,1062,124,87,63,51,37,12
2023-07-17,1062,142,84,72,37,58,35
2023-07-18,1062,147,77,71,43,70,28
2023-07-19,1062,127,93,93,44,34,49
2023-07-20,1062,110,73,93,36,37,57
2023-07-21,1062,148,79,74,43,69,31
2023-07-22,1062,123,100,93,44,23,49
2023-07-23,1062,119,84,82,35,35,47
2023-07-24,1062,129,83,99,47,46,52
2023-07-25,1062,101,70,71,32,31,39
2023-07-26,1062,119,67,95,40,52,55
2023-07-27,1062,105,100,82,42,5,40
2023-07-28,1062,135,84,78,42,51,36
2023-07-29,1062,142,72,73,39,70,34
2023-07-30,1062,101,68,65,46,33,19
2023-07-31,1062,124,68,95,37,56,58
2023-08-01,1062,120,78,71,42,42,29
2023-08-02,1062,113,100,73,39,13,34
2023-08-03,1062,134,90,64,33,44,31
2023-08-04,1062,147,90,75,35,57,40
2023-08-05,1062,126,78,87,48,48,39
2023-08-06,1062,104,87,51,30,17,21
2023-08-07,1062,123,86,89,40,37,49
2023-08-08,1062,122,85,62,46,37,16
2023-08-09,1062,144,83,76,50,61,26
2023-08-10,1062,139,85,84,41,54,43
2023-08-11,1062,150,89,54,40,61,14
2023-08-12,1062,114,90,85,44,24,41
2023-08-13,1062,131,78,60,37,53,23
2023-08-14,1062,141,86,81,30,55,51
2023-08-15,1062,128,74,89,44,54,45
2023-08-16,1062,128,84,91,38,44,53
2023-08-17,1062,123,75,100,39,48,61
2023-08-18,1062,108,64,60,41,44,19
2023-08-19,1062,142,71,65,36,71,29
2023-08-20,1062,123,81,57,48,42,9
2023-08-21,1062,121,90,95,44,31,51
2023-08-22,1062,121,66,97,38,55,59
2023-08-23,1062,106,76,75,49,30,26
2023-08-24,1062,104,87,71,43,17,28
2023-08-25,1062,111,74,78,47,37,31
2023-08-26,1062,117,82,74,49,35,25
2023-08-27,1062,121,67,71,46,54,25
2023-08-28,1062,103,82,58,31,21,27
2023-08-29,1062,116,79,53,47,37,6
2023-08-30,1062,114,81,89,38,33,51
2023-08-31,1062,142,76,52,42,66,10
2023-09-01,1062,105,75,64,45,30,19
2023-09-02,1062,137,86,82,33,51,49
2023-09-03,1062,103,88,99,41,15,58
2023-09-04,1062,135,87,61,36,48,25
2023-09-05,1062,134,68,99,38,66,61
2023-09-06,1062,101,80,54,38,21,16
2023-09-07,1062,134,84,83,35,50,48
2023-09-08,1062,140,77,69,35,63,34
2023-09-09,1062,147,75,57,50,72,7
2023-09-10,1062,136,87,83,36,49,47
2023-09-11,1062,136,74,51,44,62,7
2023-09-12,1062,104,76,71,42,28,29
2023-09-13,1062,112,85,79,45,27,34
2023-09-14,1062,115,85,97,41,30,56
2023-09-15,1062,145,72,68,51,73,17
2023-09-16,1062,120,78,95,38,42,57
2023-09-17,1062,144,81,87,58,63,29
2023-09-18,1062,147,82,94,48,65,46
2023-09-19,1062,111,77,86,34,34,52
2023-09-20,1062,143,82,63,54,61,9
2023-09-21,1062,124,87,72,41,37,31
2023-09-22,1062,121,78,65,32,43,33
2023-09-23,1062,147,87,98,30,60,68
2023-09-24,1062,125,79,65,47,46,18
2023-09-25,1062,118,87,100,28,31,72
2023-09-26,1062,123,86,52,32,37,20
2023-09-27,1062,103,74,82,35,29,47
2023-09-28,1062,124,81,78,40,43,38
2023-09-29,1062,118,75,78,42,43,36
2023-09-30,1062,142,84,57,28,58,29
2023-10-01,1062,149,82,83,38,67,45
2023-10-02,1062,150,82,74,34,68,40
2023-10-03,1062,111,77,77,37,34,40
2023-10-04,1062,122,77,68,48,45,20
2023-10-05,1062,125,75,83,44,50,39
2023-10-06,1062,120,81,93,47,39,46
2023-10-07,1062,146,81,73,47,65,26
2023-10-08,1062,148,97,54,43,51,11
2023-10-09,1062,119,67,74,38,52,36
2023-10-10,1062,143,76,85,30,67,55
2023-10-11,1062,144,91,75,45,53,30
2023-10-12,1062,139,76,61,50,63,11
2023-10-13,1062,133,76,56,44,57,12
2023-10-14,1062,146,67,78,30,79,48
2023-10-15,1062,138,78,60,52,60,8
2023-10-16,1062,148,83,66,47,65,19
2023-10-17,1062,150,77,59,37,73,22
2023-10-18,1062,105,84,94,37,21,57
2023-10-19,1062,101,69,87,46,32,41
2023-10-20,1062,133,72,61,43,61,18
2023-10-21,1062,119,72,59,40,47,19
2023-10-22,1062,106,93,71,44,13,27
2023-10-23,1062,118,72,58,48,46,10
2023-10-24,1062,110,102,85,42,8,43
2023-10-25,1062,106,95,54,36,11,18
2023-10-26,1062,118,88,95,36,30,59
2023-10-27,1062,105,76,72,40,29,32
2023-10-28,1062,114,88,59,31,26,28
2023-10-29,1062,104,81,86,38,23,48
2023-10-30,1062,128,79,81,44,49,37
2023-10-31,1062,140,87,83,43,53,40
2023-11-01,1062,103,98,75,49,5,26
2023-11-02,1062,124,80,81,42,44,39
2023-11-03,1062,109,73,56,30,36,26
2023-11-04,1062,125,92,69,38,33,31
2023-11-05,1062,129,77,84,38,52,46
2023-11-06,1062,132,67,78,40,65,38
2023-11-07,1062,109,89,94,37,20,57
2023-11-08,1062,144,81,76,48,63,28
2023-11-09,1062,122,73,70,27,49,43
2023-11-10,1062,147,79,75,34,68,41
2023-11-11,1062,142,79,72,39,63,33
2023-11-12,1062,146,72,85,44,74,41
2023-11-13,1062,100,85,50,37,15,13
2023-11-14,1062,119,78,86,41,41,45
2023-11-15,1062,108,80,99,25,28,74
2023-11-16,1062,118,81,83,44,37,39
2023-11-17,1062,146,79,83,37,67,46
2023-11-18,1062,143,97,95,38,46,57
2023-11-19,1062,147,83,66,38,64,28
2023-11-20,1062,132,101,91,41,31,50
2023-11-21,1062,146,73,60,34,73,26
2023-11-22,1062,139,86,94,48,53,46
2023-11-23,1062,140,74,94,39,66,55
2023-11-24,1062,145,83,84,35,62,49
2023-11-25,1062,125,84,69,32,41,37
2023-11-26,1062,109,81,97,39,28,58
2023-11-27,1062,107,79,78,46,28,32
2023-11-28,1062,130,92,61,44,38,17
2023-11-29,1062,106,71,55,42,35,13
2023-11-30,1062,141,86,64,31,55,33
2023-12-01,1062,128,63,51,37,65,14
2023-12-02,1062,125,84,86,27,41,59
2023-12-03,1062,148,76,65,43,72,22
2023-12-04,1062,106,76,77,38,30,39
2023-12-05,1062,142,85,65,42,57,23
2023-12-06,1062,118,81,84,39,37,45
2023-12-07,1062,109,66,80,38,43,42
2023-12-08,1062,111,81,96,42,30,54
2023-12-09,1062,136,73,81,31,63,50
2023-12-10,1062,141,69,76,41,72,35
2023-12-11,1062,147,71,70,45,76,25
2023-12-12,1062,144,66,72,40,78,32
2023-12-13,1062,125,103,80,36,22,44
2023-12-14,1062,144,62,98,40,82,58
2023-12-15,1062,129,71,68,38,58,30
2023-12-16,1062,108,85,69,36,23,33
2023-12-17,1062,125,78,90,50,47,40
2023-12-18,1062,112,79,96,48,33,48
2023-12-19,1062,148,82,66,45,66,21
2023-12-20,1062,104,70,97,38,34,59
2023-12-21,1062,120,74,69,39,46,30
